NAME	TITLE	SCORE	
AFMID	arylformamidase [Source:HGNC Symbol;Acc:HGNC:20910]	0.2002218	
RAVER2	ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]	0.20000102	
ETFDH	electron transfer flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3483]	0.19980803	
CCDC181	coiled-coil domain containing 181 [Source:HGNC Symbol;Acc:HGNC:28051]	0.19978958	
TMOD1	tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]	0.19958432	
YBX2	Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]	0.19951484	
ANKRD20A8P	ankyrin repeat domain 20 family member A8, pseudogene [Source:HGNC Symbol;Acc:HGNC:23666]	0.19896655	
ARMC7	armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]	0.19877073	
GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204]	0.19874202	
CDH17	cadherin 17 [Source:HGNC Symbol;Acc:HGNC:1756]	0.1986035	
GATA4	GATA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:4173]	0.19850133	
MKKS	MKKS centrosomal shuttling protein [Source:HGNC Symbol;Acc:HGNC:7108]	0.1984882	
SKIDA1	SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32697]	0.19830604	
LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]	0.19824699	
MYOT	myotilin [Source:HGNC Symbol;Acc:HGNC:12399]	0.19805294	
MUC5B	mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]	0.1979026	
WNT4	Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783]	0.1976692	
SCML2	Scm polycomb group protein like 2 [Source:HGNC Symbol;Acc:HGNC:10581]	0.19762594	
ANO5	anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337]	0.19747724	
DHRS11	dehydrogenase/reductase 11 [Source:HGNC Symbol;Acc:HGNC:28639]	0.19734323	
FAM131C	family with sequence similarity 131 member C [Source:HGNC Symbol;Acc:HGNC:26717]	0.19706112	
DCLRE1A	DNA cross-link repair 1A [Source:HGNC Symbol;Acc:HGNC:17660]	0.19701046	
NDUFA10	NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]	0.19697942	
DPP3	dipeptidyl peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008]	0.19673942	
BTG2	BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]	0.19668669	
HES6	hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]	0.19656742	
SHROOM2	shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]	0.1965064	
FAM135B	family with sequence similarity 135 member B [Source:HGNC Symbol;Acc:HGNC:28029]	0.19616067	
FBXL16	F-box and leucine rich repeat protein 16 [Source:HGNC Symbol;Acc:HGNC:14150]	0.19607025	
TMEM121B	transmembrane protein 121B [Source:HGNC Symbol;Acc:HGNC:1844]	0.19587994	
VDAC3	voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]	0.19577512	
MRPS5	mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]	0.1955737	
ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]	0.19550067	
PROZ	protein Z, vitamin K dependent plasma glycoprotein [Source:HGNC Symbol;Acc:HGNC:9460]	0.19542554	
SLC22A5	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]	0.19513068	
SFXN2	sideroflexin 2 [Source:HGNC Symbol;Acc:HGNC:16086]	0.19492894	
HPR	haptoglobin-related protein [Source:HGNC Symbol;Acc:HGNC:5156]	0.19468327	
RBM11	RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897]	0.19459869	
SATL1	spermidine/spermine N1-acetyl transferase like 1 [Source:HGNC Symbol;Acc:HGNC:27992]	0.19455111	
HNF4G	hepatocyte nuclear factor 4 gamma [Source:HGNC Symbol;Acc:HGNC:5026]	0.19449393	
ERBB4	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]	0.19442056	
FN3K	fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]	0.1942819	
MBLAC1	metallo-beta-lactamase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22180]	0.194245	
MTIF2	mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]	0.19401269	
EXOSC3	exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]	0.19370572	
MDH1B	malate dehydrogenase 1B [Source:HGNC Symbol;Acc:HGNC:17836]	0.19362263	
HOOK1	hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]	0.19333743	
FAM223B	family with sequence similarity 223 member B [Source:HGNC Symbol;Acc:HGNC:34048]	0.19331428	
MYO3A	myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]	0.1931159	
ACTL10	actin like 10 [Source:HGNC Symbol;Acc:HGNC:16127]	0.19296254	
IMMP1L	inner mitochondrial membrane peptidase subunit 1 [Source:HGNC Symbol;Acc:HGNC:26317]	0.19295508	
CASP12	caspase 12 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19004]	0.19288638	
CYP4V2	cytochrome P450 family 4 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:23198]	0.19279465	
NEIL2	nei like DNA glycosylase 2 [Source:HGNC Symbol;Acc:HGNC:18956]	0.19266714	
CELF4	CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]	0.19265898	
